"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","That moment when a ""Who is our current Miss Universe"" question came out in an economics test about banks.  ""-.-",FALSE,0,NA,2017-02-02 11:15:56,FALSE,NA,"827113316908560384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shinruae",0,FALSE,FALSE,NA,NA
"2","RT @NEWSRound360: 24-year-old Miss France wins Miss Universe crown; first French winner in 64 years - https://t.co/1Kxq6czZjF https://t.co/<U+2026>",FALSE,0,NA,2017-02-02 11:15:53,FALSE,NA,"827113303184924672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UpNextFirm",1,TRUE,FALSE,NA,NA
"3","RT @JepoiChoi: Break muna tayo from Miss Universe,  Kasi alam kong sya talaga BET nyo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>! Anu?  Titingnan mo lang?  Hahahaha https://t.co/<U+2026>",FALSE,0,NA,2017-02-02 11:15:49,FALSE,NA,"827113288664117248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ishiiboi",37,TRUE,FALSE,NA,NA
"4","RT @haertgimotea: Me: Love pwede na daw ako pang Miss U <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

Him: I miss you too

Me: MAHAL MISS UNIVERSE KASE HAHAHAHAHAH",FALSE,0,NA,2017-02-02 11:15:37,FALSE,NA,"827113238798086145",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nyleboid",8,TRUE,FALSE,NA,NA
"5","RT @MarcusC22973194: The Miss Universe Scandals between at least 1992 and to this day.",FALSE,0,NA,2017-02-02 11:15:37,FALSE,NA,"827113237028167680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","crafticarolyn",1,TRUE,FALSE,NA,NA
"6","RT @SaraUpdate: <U+0E37><U+0E17><U+0E23><U+0E32><U+0E1A><U+0E44><U+0E2B><U+0E21><U+0E27><U+0E48><U+0E32>.. 
""<U+0E42><U+0E14><U+0E19><U+0E31><U+0E25><U+0E14><U+0E4C> <U+0E17><U+0E23><U+0E31><U+0E21><U+0E1B><U+0E4C>"" <U+0E1B><U+0E18><U+0E19>.<U+0E1B><U+0E49><U+0E32><U+0E22><U+0E41><U+0E14><U+0E07><U+0E02><U+0E2D><U+0E07><U+0E2A><U+0E2B><U+0E23><U+0E31><U+0E10> 
<U+0E40><U+0E04><U+0E22><U+0E40><U+0E1B><U+0E47><U+0E19><U+0E40><U+0E08><U+0E49><U+0E32><U+0E02><U+0E2D><U+0E07><U+0E25><U+0E34><U+0E02><U+0E2A><U+0E34><U+0E17><U+0E18><U+0E34><U+0E4C> MISS UNIVERSE  <U+0E15><U+0E31><U+0E49><U+0E07><U+0E41><U+0E15><U+0E48><U+0E1B><U+0E35> 1996-2014 <U+0E16><U+0E36><U+0E07> 18 <U+0E1B><U+0E35>
.<U+2026>",FALSE,0,NA,2017-02-02 11:15:31,FALSE,NA,"827113211371483137",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SupattraMay",5011,TRUE,FALSE,NA,NA
"7","RT @SaraUpdate: <U+0E37><U+0E17><U+0E23><U+0E32><U+0E1A><U+0E44><U+0E2B><U+0E21><U+0E27><U+0E48><U+0E32>.. 
""<U+0E42><U+0E14><U+0E19><U+0E31><U+0E25><U+0E14><U+0E4C> <U+0E17><U+0E23><U+0E31><U+0E21><U+0E1B><U+0E4C>"" <U+0E1B><U+0E18><U+0E19>.<U+0E1B><U+0E49><U+0E32><U+0E22><U+0E41><U+0E14><U+0E07><U+0E02><U+0E2D><U+0E07><U+0E2A><U+0E2B><U+0E23><U+0E31><U+0E10> 
<U+0E40><U+0E04><U+0E22><U+0E40><U+0E1B><U+0E47><U+0E19><U+0E40><U+0E08><U+0E49><U+0E32><U+0E02><U+0E2D><U+0E07><U+0E25><U+0E34><U+0E02><U+0E2A><U+0E34><U+0E17><U+0E18><U+0E34><U+0E4C> MISS UNIVERSE  <U+0E15><U+0E31><U+0E49><U+0E07><U+0E41><U+0E15><U+0E48><U+0E1B><U+0E35> 1996-2014 <U+0E16><U+0E36><U+0E07> 18 <U+0E1B><U+0E35>
.<U+2026>",FALSE,0,NA,2017-02-02 11:15:29,FALSE,NA,"827113204748738561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KhanitMm",5011,TRUE,FALSE,NA,NA
"8","RT @MissMarisRacal: With Miss Universe #MissUniverse #Philippines https://t.co/QvQGtppjtF",FALSE,0,NA,2017-02-02 11:15:22,FALSE,NA,"827113176042860544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jiniicatayas",1566,TRUE,FALSE,NA,NA
"9","RT @alcardfan: Poland to Muslims, Jesus is King, now get out! USA needs to watch this! #ReligionOfPeace She should be Miss Universe https:/<U+2026>",FALSE,0,NA,2017-02-02 11:15:16,FALSE,NA,"827113147483959296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lanele123",15,TRUE,FALSE,NA,NA
"10","RT @ETPanache: Back to where it all started.
@thesushmitasen
https://t.co/XIL0X6f64H",FALSE,0,NA,2017-02-02 11:15:09,FALSE,NA,"827113122028621824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joycemorishita",41,TRUE,FALSE,NA,NA
