"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @ACLU: On week one, Donald Trump suffered his first loss in court.",FALSE,0,NA,2017-01-29 03:16:52,FALSE,NA,"825543202849583105",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","katmet",12196,TRUE,FALSE,NA,NA
"2","RT @GAFollowers: A protest against Donald Trump's new Muslim ban will be held at Atlanta airport tomorrow between 4PM-6PM.",FALSE,0,NA,2017-01-29 03:16:52,FALSE,NA,"825543202782453760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lilnate2_5",492,TRUE,FALSE,NA,NA
"3","this account does not support donald trump or #MuslimBan copy, quote and paste this if you don't too https://t.co/BmGpqTqYgD",FALSE,0,NA,2017-01-29 03:16:51,FALSE,NA,"825543202446807041",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TofuJinki_",0,FALSE,FALSE,NA,NA
"4","RT @OurRevolution2: RT OurRevolution: Donald Trump is repeating one of the most haunting mistakes in our nation's history. https://t.co/gLo<U+2026>",FALSE,0,NA,2017-01-29 03:16:51,FALSE,NA,"825543202274996225",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","drayson79",28,TRUE,FALSE,NA,NA
"5","RT @EGonzaba: Let's be honest : The refugees being detained at JFK Airport have gone through more vetting than Donald Trump's cabinet. #Mus<U+2026>",FALSE,0,NA,2017-01-29 03:16:51,FALSE,NA,"825543202128220160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rhiannon_weber",6184,TRUE,FALSE,NA,NA
"6","RT @nytimes: No president in modern times, if ever, has started with such a flurry of initiatives like Donald Trump https://t.co/DA0CbMXJVR",FALSE,0,NA,2017-01-29 03:16:51,FALSE,NA,"825543201947787264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WilliamDPhelps",494,TRUE,FALSE,NA,NA
"7","RT @ACLU: On week one, Donald Trump suffered his first loss in court.",FALSE,0,NA,2017-01-29 03:16:51,FALSE,NA,"825543201876541440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HLKurowski",12196,TRUE,FALSE,NA,NA
"8","RT @GQMagazine: How to impeach a U.S. president (say, Donald Trump), explained https://t.co/9tbCXZOHJ1 https://t.co/3VyAcyTSGH",FALSE,0,NA,2017-01-29 03:16:51,FALSE,NA,"825543201842921472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oemckede",29,TRUE,FALSE,NA,NA
"9","RT @RCdeWinter: Ya think??!!!??

""Donald Trump dangerously mentally ill and temperamentally incapable of being president."" https://t.co/OlY<U+2026>",FALSE,0,NA,2017-01-29 03:16:51,FALSE,NA,"825543201754869764",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NeuroMuslim",6,TRUE,FALSE,NA,NA
"10","RT @ACLU: On week one, Donald Trump suffered his first loss in court.",FALSE,0,NA,2017-01-29 03:16:51,FALSE,NA,"825543201738088448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","goettlek",12196,TRUE,FALSE,NA,NA
"11","RT @EGonzaba: Let's be honest : The refugees being detained at JFK Airport have gone through more vetting than Donald Trump's cabinet. #Mus<U+2026>",FALSE,0,NA,2017-01-29 03:16:51,FALSE,NA,"825543201264136192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elaineprettyeye",6184,TRUE,FALSE,NA,NA
"12","RT @ShaunKing: Russian Spy believed to be the primary source of intelligence against Donald Trump found murdered in his car.

https://t.co/<U+2026>",FALSE,0,NA,2017-01-29 03:16:51,FALSE,NA,"825543201058549761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dhw",872,TRUE,FALSE,NA,NA
